	source	target	source_entity	target_entity	source_span	target_span	dialogue_id	turn_id	utterance_type	source_word_span	target_word_span
345	Its Douban rating is 9.1. That's a very high rating.	Seine Douban-Bewertung beträgt 9,1. Das ist eine sehr hohe Bewertung.	['9.1.']	['9,1.']	[[21, 25]]	[[31, 35]]	movie_goal_4-6_v2###9995	4	system	[[4, 5]]	[[3, 4]]
346	Ok, thank you for your recommendations, I'll come to you if I have other questions. Bye!	Ok, danke für deine Empfehlungen, bei weiteren Fragen komme ich auf dich zu. Wiedersehen!	[]	[]	[]	[]	movie_goal_4-6_v2###9995	5	user	[]	[]
347	Anytime, goodbye!	Jederzeit, auf Wiedersehen!	[]	[]	[]	[]	movie_goal_4-6_v2###9995	5	system	[]	[]
348	Hi, I'm a local in Suzhou and my friend is coming to see me. I plan to take him to a scenic area, maybe a water town. I'd prefer a cheaper one, do you have any recommendations?	Hallo, ich bin ein Einheimischer in Suzhou und mein Freund kommt mich besuchen. Ich habe vor, ihn in ein Naturgebiet zu bringen, vielleicht in eine Wasserstadt. Ich hätte lieber etwas günstigeres, habt ihr Empfehlungen?	['Suzhou', 'friend', 'water town.', 'cheaper']	['Suzhou', 'Freund', 'Wasserstadt.', 'günstigeres,']	[[19, 25], [33, 39], [106, 117], [131, 138]]	[[36, 42], [52, 58], [148, 160], [184, 196]]	attraction_goal_4-41_v2###2284	0	user	[[5, 6], [8, 9], [25, 27], [30, 31]]	[[6, 7], [9, 10], [25, 26], [30, 31]]
349	You can take your friend to Mudu Town.	Sie können Ihren Freund nach Mudu Town bringen.	['Mudu Town.']	['Mudu Town']	[[28, 38]]	[[29, 38]]	attraction_goal_4-41_v2###2284	0	system	[[6, 8]]	[[5, 7]]
350	Ok, is there anything special to see there? I want to know a bit more about it so I could tell him, haha.	Ok, gibt es da etwas Besonderes zu sehen? Ich möchte ein bisschen mehr darüber wissen, damit ich ihm etwas erzählen kann, haha.	[]	[]	[]	[]	attraction_goal_4-41_v2###2284	1	user	[]	[]
351	It is a water town featuring gardens. You can visit classical gardens such as Yanjia Garden, go on a boat ride and enjoy the flowing water.	Es ist eine Wasserstadt mit Gärten. Sie können klassische Gärten wie den Yanjia-Garten besuchen, eine Bootsfahrt unternehmen und das fließende Wasser genießen.	['a water town featuring gardens. You can visit classical gardens such as Yanjia Garden, go on a boat ride and enjoy the flowing water.']	['eine Wasserstadt mit Gärten. Sie können klassische Gärten wie den Yanjia-Garten besuchen, eine Bootsfahrt unternehmen und das fließende Wasser genießen.']	[[6, 139]]	[[7, 159]]	attraction_goal_4-41_v2###2284	1	system	[[2, 26]]	[[2, 22]]
352	Ok. Can I get there directly by subway?	OK. Kann ich direkt mit der U-Bahn dorthin gelangen?	[]	[]	[]	[]	attraction_goal_4-41_v2###2284	2	user	[]	[]
353	No.	Nein.	['No.']	['Nein.']	[[0, 3]]	[[0, 5]]	attraction_goal_4-41_v2###2284	2	system	[[0, 1]]	[[0, 1]]
354	Alright, I will drive here. How much is the ticket?	Okay, ich werde hierher fahren. Was kostet dieses Ticket?	[]	[]	[]	[]	attraction_goal_4-41_v2###2284	3	user	[]	[]
355	It is free, you don't need to buy a ticket.	Es ist kostenlos, Sie müssen kein Ticket kaufen.	['free,']	['kostenlos,']	[[6, 11]]	[[7, 17]]	attraction_goal_4-41_v2###2284	3	system	[[2, 3]]	[[2, 3]]
356	Ok. Great! Thanks for your service. Goodbye!	OK. Groß! Vielen Dank für Ihren Service. Auf Wiedersehen!	[]	[]	[]	[]	attraction_goal_4-41_v2###2284	4	user	[]	[]
357	You're welcome. Have a nice day!	Gern geschehen. Einen schönen Tag noch!	[]	[]	[]	[]	attraction_goal_4-41_v2###2284	4	system	[]	[]
358	I will take a trip to Suzhou soon, could you recommend a 3-star hotel in Changshu, Suzhou? I want a standard room.	Ich werde bald eine Reise nach Suzhou unternehmen. Können Sie mir ein 3-Sterne Hotel in Changshu, Suzhou, empfehlen? Ich möchte ein Standardzimmer.	['3-star', 'Changshu,', 'Suzhou?', 'a standard room.']	['3-Sterne', 'Changshu,', 'Suzhou,', 'Standardzimmer.']	[[57, 63], [73, 82], [83, 90], [98, 114]]	[[70, 78], [88, 97], [98, 105], [132, 147]]	hotel_goal_2-16###5936	0	user	[[12, 13], [15, 16], [6, 7], [19, 22]]	[[12, 13], [15, 16], [6, 7], [21, 22]]
359	I recommend Vienna Hotel.	Ich empfehle das Vienna Hotel.	['Vienna Hotel.']	['Vienna Hotel.']	[[12, 25]]	[[17, 30]]	hotel_goal_2-16###5936	0	system	[[2, 4]]	[[3, 5]]
360	How about its rating?	Wie sieht es mit der Bewertung aus?	[]	[]	[]	[]	hotel_goal_2-16###5936	1	user	[]	[]
361	It's got a rating of 4.8.	Es hat eine Bewertung von 4,8.	['4.8.']	['4,8.']	[[21, 25]]	[[26, 30]]	hotel_goal_2-16###5936	1	system	[[5, 6]]	[[5, 6]]
362	Well, that's good. How about the phone number? And how much are their rooms?	Das ist gut. Wie lautet ihre Telefonnummer? Und wie viel kosten ihre Zimmer?	[]	[]	[]	[]	hotel_goal_2-16###5936	2	user	[]	[]
363	The phone number is 0512-52018188 and the room rate is 340 yuan.	Die Telefonnummer lautet 0512-52018188 und der Zimmerpreis beträgt 340 Yuan.	['0512-52018188', '340 yuan.']	['0512-52018188', '340 Yuan.']	[[20, 33], [55, 64]]	[[25, 38], [67, 76]]	hotel_goal_2-16###5936	2	system	[[4, 5], [10, 12]]	[[3, 4], [8, 10]]
364	Got it. Thanks, bye.	Ich habs. Danke Tschüss.	[]	[]	[]	[]	hotel_goal_2-16###5936	3	user	[]	[]
365	Happy to help, bye!	Gerne helfen, tschüss!	[]	[]	[]	[]	hotel_goal_2-16###5936	3	system	[]	[]
366	I'm looking for a movie, could you recommend a Chinese mainland comedy from the 2010s?	Ich suche einen Film. Können Sie mir eine Komödie vom chinesischen Festland aus den 2010er Jahren empfehlen?	['Chinese mainland', 'comedy', '2010s?']	['chinesischen Festland', 'Komödie', '2010er Jahren']	[[47, 63], [64, 70], [80, 86]]	[[54, 75], [42, 49], [84, 97]]	movie_tv_goal_1-20###6608	0	user	[[9, 11], [11, 12], [14, 15]]	[[10, 12], [8, 9], [14, 16]]
367	I recommend Dying to Survive.	Ich empfehle Sterben, um zu überleben	['Dying to Survive.']	['Sterben, um zu überleben']	[[12, 29]]	[[13, 37]]	movie_tv_goal_1-20###6608	0	system	[[2, 5]]	[[2, 6]]
368	How about its Douban rating?	Wie sieht es mit der Douban-Bewertung aus?	[]	[]	[]	[]	movie_tv_goal_1-20###6608	1	user	[]	[]
369	Its Douban rating is 9.0.	Die Douban-Bewertung beträgt 9,0.	['9.0.']	['9,0.']	[[21, 25]]	[[31, 35]]	movie_tv_goal_1-20###6608	1	system	[[4, 5]]	[[3, 4]]
370	Who stars in it?	Wer spielt da mit?	[]	[]	[]	[]	movie_tv_goal_1-20###6608	2	user	[]	[]
371	This movie stars Xu Zheng.	In diesem Film spielt Xu Zheng die Hauptrolle.	['Xu Zheng.']	['Xu Zheng']	[[17, 26]]	[[22, 30]]	movie_tv_goal_1-20###6608	2	system	[[3, 5]]	[[4, 6]]
372	Ok, how about its runtime?	Ok, wie sieht es mit der Laufzeit aus?	[]	[]	[]	[]	movie_tv_goal_1-20###6608	3	user	[]	[]
373	It is 117 minutes.	Es sind 117 Minuten.	['117 minutes.']	['117 Minuten.']	[[6, 18]]	[[8, 20]]	movie_tv_goal_1-20###6608	3	system	[[2, 4]]	[[2, 4]]
374	I also want to watch a TV show. Could you recommend a feature drama from the Chinese mainland?	Ich möchte auch eine Fernsehsendung sehen. Können Sie einen Drama-Film von China empfehlen?	['feature drama', 'Chinese mainland?']	['Drama-Film', 'China']	[[54, 67], [77, 94]]	[[60, 70], [75, 80]]	movie_tv_goal_1-20###6608	4	user	[[12, 14], [16, 18]]	[[9, 10], [11, 12]]
375	Journey to the West is a good choice and it's got the highest rating.	Journey to the West ist eine gute Wahl und hat die höchste Bewertung.	['Journey to the West']	['Journey to the West']	[[0, 19]]	[[0, 19]]	movie_tv_goal_1-20###6608	4	system	[[0, 4]]	[[0, 4]]
376	What's its Douban rating?	Was ist seine Douban-Bewertung?	[]	[]	[]	[]	movie_tv_goal_1-20###6608	5	user	[]	[]
377	Its Douban rating is 9.6.	Seine Douban-Bewertung beträgt 9,6.	['9.6.']	['9,6.']	[[21, 25]]	[[31, 35]]	movie_tv_goal_1-20###6608	5	system	[[4, 5]]	[[3, 4]]
378	Well, that's pretty high. Who's the main actor?	Nun, das ist ziemlich hoch. Wer ist der Hauptdarsteller?	[]	[]	[]	[]	movie_tv_goal_1-20###6608	6	user	[]	[]
379	Liu Xiao Ling Tong is the main actor.	Liu Xiao Ling Tong ist der Hauptdarsteller.	['Liu Xiao Ling Tong']	['Liu Xiao Ling Tong']	[[0, 18]]	[[0, 18]]	movie_tv_goal_1-20###6608	6	system	[[0, 4]]	[[0, 4]]
380	How many episodes does it have?	Wie viele Folgen hat es?	[]	[]	[]	[]	movie_tv_goal_1-20###6608	7	user	[]	[]
381	It has 25 episodes.	Es hat 25 Folgen.	['25 episodes.']	['25 Folgen.']	[[7, 19]]	[[7, 17]]	movie_tv_goal_1-20###6608	7	system	[[2, 4]]	[[2, 4]]
382	Ok. Thank you for your recommendation, bye!	OK. Vielen Dank für Ihre Empfehlung, tschüss!	[]	[]	[]	[]	movie_tv_goal_1-20###6608	8	user	[]	[]
383	My pleasure, goodbye!	Gerne, auf Wiedersehen!	[]	[]	[]	[]	movie_tv_goal_1-20###6608	8	system	[]	[]
384	I'm coming to Suzhou for a trip. First, I hope to find a suitable place for a date in Suzhou New District. Could you recommend one?	Ich komme für eine Reise nach Suzhou. Zunächst hoffe ich, einen geeigneten Ort für ein Date im Suzhou New District zu finden. Könnt ihr einen empfehlen?	['date', 'Suzhou New District.']	['Date', 'Suzhou New District']	[[78, 82], [86, 106]]	[[87, 91], [95, 114]]	attraction_hotel_goal_1-53###5687	0	user	[[17, 18], [19, 22]]	[[15, 16], [17, 20]]
385	I would recommend Suzhou Amusement Land Forest and Water World. It is a nice place.	Ich würde Suzhou Amusement Land Forest and Water World empfehlen. Es ist ein netter Ort.	['Suzhou Amusement Land Forest and Water World.']	['Suzhou Amusement Land Forest and Water World']	[[18, 63]]	[[10, 54]]	attraction_hotel_goal_1-53###5687	0	system	[[3, 10]]	[[2, 9]]
386	And can I get there directly by subway?	Und komme ich direkt mit der U-Bahn dorthin?	[]	[]	[]	[]	attraction_hotel_goal_1-53###5687	1	user	[]	[]
387	Sorry, it is in a remote area and there is no direct subway to it.	Tut mir leid, es liegt in einer abgelegenen Gegend und es gibt keine direkte U-Bahn dorthin.	['no direct subway']	['keine direkte U-Bahn']	[[43, 59]]	[[63, 83]]	attraction_hotel_goal_1-53###5687	1	system	[[10, 13]]	[[12, 15]]
388	Anything special about this place?	Irgendetwas Besonderes an diesem Ort?	[]	[]	[]	[]	attraction_hotel_goal_1-53###5687	2	user	[]	[]
389	Its amusement facilities are forest-themed. It is like being in a vast forest close to the ocean.	Die Vergnügungseinrichtungen sind dem Thema Wald nachempfunden. Es ist wie in einem riesigen Wald in der Nähe des Ozeans.	['forest-themed. It is like being in a vast forest close to the ocean.']	['dem Thema Wald nachempfunden. Es ist wie in einem riesigen Wald in der Nähe des Ozeans.']	[[29, 97]]	[[34, 121]]	attraction_hotel_goal_1-53###5687	2	system	[[4, 17]]	[[3, 19]]
390	I'm also looking for a 5-star hotel in this area. Could you help me find a suitable one?	Ich suche auch ein 5-Sterne Hotel in dieser Gegend. Könnt ihr mir helfen ein passendes zu finden?	['5-star']	['5-Sterne']	[[23, 29]]	[[19, 27]]	attraction_hotel_goal_1-53###5687	3	user	[[5, 6]]	[[4, 5]]
391	New City Grand Rezen Hotel is a good choice. It is a pretty good hotel.	New City Grand Rezen Hotel ist eine gute Wahl. Es ist ein ziemlich gutes Hotel.	['New City Grand Rezen Hotel']	['New City Grand Rezen Hotel']	[[0, 26]]	[[0, 26]]	attraction_hotel_goal_1-53###5687	3	system	[[0, 5]]	[[0, 5]]
392	By the way, I'd prefer a standard room, does it have standard rooms?	Übrigens, ich würde ein Standardzimmer bevorzugen, hat es Standardzimmer?	['a standard room,']	['ein Standardzimmer']	[[23, 39]]	[[20, 38]]	attraction_hotel_goal_1-53###5687	4	user	[[5, 8]]	[[3, 5]]
393	Sure, it does.	Sicher, das tut es.	[]	[]	[]	[]	attraction_hotel_goal_1-53###5687	4	system	[]	[]
394	How much is a standard room? I guess it's expensive in a 5-star hotel, right?	Wie viel kostet ein Standardzimmer? Ich schätze, es ist teuer in einem 5-Sterne Hotel, oder?	['5-star']	['5-Sterne']	[[57, 63]]	[[71, 79]]	attraction_hotel_goal_1-53###5687	5	user	[[12, 13]]	[[12, 13]]
395	Yes, it is 1,019 yuan, quite costly.	Ja, es kostet 1.019 Yuan, ziemlich teuer.	['1,019 yuan,']	['1.019 Yuan,']	[[11, 22]]	[[14, 25]]	attraction_hotel_goal_1-53###5687	5	system	[[3, 5]]	[[3, 5]]
396	Well, I can afford it. How about its phone number?	Nun, ich kann es mir leisten. Wie wäre es mit der Telefonnummer?	[]	[]	[]	[]	attraction_hotel_goal_1-53###5687	6	user	[]	[]
397	Alright, the phone number is 0512-68182888.	In Ordnung, die Telefonnummer lautet 0512-68182888.	['0512-68182888.']	['0512-68182888.']	[[29, 43]]	[[37, 51]]	attraction_hotel_goal_1-53###5687	6	system	[[5, 6]]	[[5, 6]]
398	Thanks for your help, bye!	Danke für deine Hilfe, tschüss!	[]	[]	[]	[]	attraction_hotel_goal_1-53###5687	7	user	[]	[]
399	You're welcome, goodbye.	Bitte, tschüß.	[]	[]	[]	[]	attraction_hotel_goal_1-53###5687	7	system	[]	[]
400	Hi, I love watching TV shows, especially Japanese ones. Could you recommend a crime drama with a high rating?	Hallo, ich schaue gerne Fernsehsendungen, besonders japanische. Könnt ihr einen Krimi mit hoher Bewertung empfehlen?	['Japanese', 'crime drama']	['japanische.', 'Krimi']	[[41, 49], [78, 89]]	[[52, 63], [80, 85]]	tv_goal_3-33_v2###9958	0	user	[[7, 8], [13, 15]]	[[6, 7], [10, 11]]
401	Ok, I would like to recommend Legal High. It's a popular crime drama and I'm sure you will love it.	Ok, ich möchte Legal High empfehlen. Es ist ein beliebtes Krimidrama und ich bin sicher, Sie werden es lieben.	['Legal High.', 'crime drama']	['Legal High', 'Krimidrama']	[[30, 41], [57, 68]]	[[15, 25], [58, 68]]	tv_goal_3-33_v2###9958	0	system	[[6, 8], [11, 13]]	[[3, 5], [10, 11]]
402	Who are the leading actors? How many episodes does it have?	Wer sind die Hauptdarsteller? Wie viele Folgen hat es?	[]	[]	[]	[]	tv_goal_3-33_v2###9958	1	user	[]	[]
403	The main actors are Sakai Masato, Aragaki Yui and Namase Katsuhisa. It has 11 episodes.	Die Hauptdarsteller sind Sakai Masato, Aragaki Yui und Namase Katsuhisa. Es hat 11 Folgen.	['Sakai Masato, Aragaki Yui and Namase Katsuhisa.', '11 episodes.']	['Sakai Masato, Aragaki Yui und Namase Katsuhisa.', '11 Folgen.']	[[20, 67], [75, 87]]	[[25, 72], [80, 90]]	tv_goal_3-33_v2###9958	1	system	[[4, 11], [13, 15]]	[[3, 10], [12, 14]]
404	When did it premiere?	Wann wurde es uraufgeführt?	[]	[]	[]	[]	tv_goal_3-33_v2###9958	2	user	[]	[]
405	It premiered on April 17, 2012, in Japan.	Es wurde am 17. April 2012 in Japan uraufgeführt.	['on April 17, 2012, in Japan.']	['am 17. April 2012 in Japan']	[[13, 41]]	[[9, 35]]	tv_goal_3-33_v2###9958	2	system	[[2, 8]]	[[2, 8]]
406	Good, I'm also looking for a feature drama. Could you recommend one for me?	Gut, ich suche auch nach einem Dramafilm. Könnt ihr mir einen empfehlen?	['feature drama.']	['Dramafilm.']	[[29, 43]]	[[31, 41]]	tv_goal_3-33_v2###9958	3	user	[[6, 8]]	[[6, 7]]
407	Ok. I would recommend a feature drama called Unnatural. It is quite popular in recent years. I'm sure you will like it.	OK. Ich würde einen Dramafilm namens Maneater - Tod aus der Kälte empfehlen. Er war in den letzten Jahren sehr beliebt. Ich bin sicher, er wird dir gefallen.	['feature drama', 'Unnatural.']	['Dramafilm', 'Maneater - Tod aus der Kälte']	[[24, 37], [45, 55]]	[[20, 29], [37, 65]]	tv_goal_3-33_v2###9958	3	system	[[5, 7], [8, 9]]	[[4, 5], [6, 12]]
408	What's its Douban rating?	Was ist seine Douban-Bewertung?	[]	[]	[]	[]	tv_goal_3-33_v2###9958	4	user	[]	[]
409	Its Douban rating is 9.4. That's a very high rating.	Seine Douban-Bewertung beträgt 9,4. Das ist eine sehr hohe Bewertung.	['9.4.']	['9,4.']	[[21, 25]]	[[31, 35]]	tv_goal_3-33_v2###9958	4	system	[[4, 5]]	[[3, 4]]
410	Great, thanks for the recommendations, I'll come to you if I have other questions. Bye!	Super, danke für die Empfehlungen, bei weiteren Fragen komme ich auf dich zurück. Wiedersehen!	[]	[]	[]	[]	tv_goal_3-33_v2###9958	5	user	[]	[]
411	You're welcome. Anytime, goodbye!	Gern geschehen. Jederzeit, auf Wiedersehen!	[]	[]	[]	[]	tv_goal_3-33_v2###9958	5	system	[]	[]
412	I will go on a business trip next week. Can you help me check if there are any high-speed trains to Xiamen next week?	Ich werde nächste Woche auf Geschäftsreise gehen. Können Sie mir helfen zu überprüfen, ob es nächste Woche Hochgeschwindigkeitszüge nach Xiamen gibt?	['high-speed trains', 'Xiamen']	['Hochgeschwindigkeitszüge', 'Xiamen']	[[79, 96], [100, 106]]	[[107, 131], [137, 143]]	train_weather_goal_1-23_v2###217	0	user	[[18, 20], [21, 22]]	[[17, 18], [19, 20]]
413	From where will you depart?	Von wo werden Sie abreisen?	[]	[]	[]	[]	train_weather_goal_1-23_v2###217	0	system	[]	[]
414	Shanghai.	Schanghai.	['Shanghai.']	['Schanghai.']	[[0, 9]]	[[0, 10]]	train_weather_goal_1-23_v2###217	1	user	[[0, 1]]	[[0, 1]]
415	When will you leave?	Wann wirst du gehen?	[]	[]	[]	[]	train_weather_goal_1-23_v2###217	1	system	[]	[]
416	I plan to leave next Wednesday morning.	Ich plane, nächsten Mittwochmorgen abzureisen.	['next Wednesday morning.']	['nächsten Mittwochmorgen']	[[16, 39]]	[[11, 34]]	train_weather_goal_1-23_v2###217	2	user	[[4, 7]]	[[2, 4]]
417	Do you have any seat preferences?	Haben Sie Sitzplatzwünsche?	[]	[]	[]	[]	train_weather_goal_1-23_v2###217	2	system	[]	[]
418	I prefer first class.	Ich bevorzuge die erste Klasse.	['first class.']	['die erste Klasse.']	[[9, 21]]	[[14, 31]]	train_weather_goal_1-23_v2###217	3	user	[[2, 4]]	[[2, 5]]
419	Ok, then I would recommend G1653, from Shanghai Hongqiao to Xiamenbei.	Ok, dann würde ich den Zug G1653 von Schanghai Hongqiao nach Xiamenbei empfehlen.	['G1653, from Shanghai Hongqiao to Xiamenbei.']	['G1653 von Schanghai Hongqiao nach Xiamenbei']	[[27, 70]]	[[27, 70]]	train_weather_goal_1-23_v2###217	3	system	[[5, 11]]	[[6, 12]]
420	What's the departure time?	Was ist die Abfahrtszeit?	[]	[]	[]	[]	train_weather_goal_1-23_v2###217	4	user	[]	[]
421	The departure time is 08:15 that day. It's early in the morning so you need to get there early.	Die Abfahrtszeit ist an diesem Tag um 08:15 Uhr. Es ist früh am Morgen, also müssen Sie früh dort sein.	['08:15 that day.']	['an diesem Tag um 08:15 Uhr.']	[[22, 37]]	[[21, 48]]	train_weather_goal_1-23_v2###217	4	system	[[4, 7]]	[[3, 9]]
422	What about the arrival time? I will get somebody to pick me up.	Was ist mit der Ankunftszeit? Ich werde jemanden holen, der mich abholt.	[]	[]	[]	[]	train_weather_goal_1-23_v2###217	5	user	[]	[]
423	The arrival time is 13:31 that day.	Die Ankunftszeit ist an diesem Tag 13:31 Uhr.	['13:31 that day.']	['an diesem Tag 13:31 Uhr.']	[[20, 35]]	[[21, 45]]	train_weather_goal_1-23_v2###217	5	system	[[4, 7]]	[[3, 8]]
424	How much is the ticket? I need to let my company know in advance.	Was kostet dieses Ticket? Ich muss mein Unternehmen im Voraus informieren.	[]	[]	[]	[]	train_weather_goal_1-23_v2###217	6	user	[]	[]
425	The ticket is 773.5 yuan. Well, it's not that expensive.	Das Ticket kostet 773,5 Yuan. Nun, es ist nicht so teuer.	['773.5 yuan.']	['773,5 Yuan.']	[[14, 25]]	[[18, 29]]	train_weather_goal_1-23_v2###217	6	system	[[3, 5]]	[[3, 5]]
426	So, how about the weather in Xiamen next Wednesday?	Also, wie sieht es mit dem Wetter in Xiamen am kommenden Mittwoch aus?	['Xiamen', 'next Wednesday?']	['Xiamen', 'kommenden Mittwoch']	[[29, 35], [36, 51]]	[[37, 43], [47, 65]]	train_weather_goal_1-23_v2###217	7	user	[[6, 7], [7, 9]]	[[8, 9], [10, 12]]
427	It will be sunny and good weather.	Es wird sonnig und gutes Wetter.	['sunny']	['sonnig']	[[11, 16]]	[[8, 14]]	train_weather_goal_1-23_v2###217	7	system	[[3, 4]]	[[2, 3]]
428	Sunny? Perfect. How about the temperature?	Sonnig? Perfekt. Wie sieht es mit der Temperatur aus?	[]	[]	[]	[]	train_weather_goal_1-23_v2###217	8	user	[]	[]
429	The maximum temperature will be 17 degrees Celsius, and the minimum temperature will be 9 degrees Celsius. Quite hot.	Die Höchsttemperatur beträgt 17 Grad Celsius, die Mindesttemperatur 9 Grad Celsius. Ziemlich heiß.	['maximum temperature will be 17 degrees Celsius, and the minimum temperature will be 9 degrees Celsius.']	['Höchsttemperatur beträgt 17 Grad Celsius, die Mindesttemperatur 9 Grad Celsius.']	[[4, 106]]	[[4, 83]]	train_weather_goal_1-23_v2###217	8	system	[[1, 17]]	[[1, 11]]
430	All right, thanks for the information, bye.	Alles klar, danke für die Information, tschüss.	[]	[]	[]	[]	train_weather_goal_1-23_v2###217	9	user	[]	[]
431	My pleasure, goodbye.	Gerne, auf Wiedersehen.	[]	[]	[]	[]	train_weather_goal_1-23_v2###217	9	system	[]	[]
432	Because of work, I'll go on business to Wuzhong District, Suzhou. Can you recommend a cheaper hotel nearby?	Wegen der Arbeit gehe ich geschäftlich in den Bezirk Wuzhong, Suzhou. Könnt ihr mir ein günstigeres Hotel in der Nähe empfehlen?	['Wuzhong District,', 'Suzhou.', 'cheaper']	['Bezirk Wuzhong,', 'Suzhou.', 'günstigeres']	[[40, 57], [58, 65], [86, 93]]	[[46, 61], [62, 69], [88, 99]]	hotel_goal_1-25###5657	0	user	[[8, 10], [10, 11], [15, 16]]	[[8, 10], [10, 11], [15, 16]]
433	Ok, I would recommend Chengyi Lianhao Hotel. It is a nice hotel.	Ok, ich würde das Chengyi Lianhao Hotel empfehlen. Es ist ein schönes Hotel.	['Chengyi Lianhao Hotel.']	['Chengyi Lianhao Hotel']	[[22, 44]]	[[18, 39]]	hotel_goal_1-25###5657	0	system	[[4, 7]]	[[4, 7]]
434	Does it have standard rooms?	Hat es Standardzimmer?	['standard rooms?']	['Standardzimmer?']	[[13, 28]]	[[7, 22]]	hotel_goal_1-25###5657	1	user	[[3, 5]]	[[2, 3]]
